reply_id,reply_user_id,reply_user_name,context_id,replyTo_user,reply_to_name,text,context,from
1049381260060217344,388208060,dontbignorant,1049361281344360448,193441812,PramilaJayapal,"@PramilaJayapal @LizForIndiana @karaforcongress pussy grabbing,amoral,perjury Trump and his nude model wife(UK GQ magazine)supports perjury,partisan,amoral,sex offenderx3,violator of judges codes of conduct,keg loving Kavanaugh. Kav should NOT be coaching children.",Why am in the Midwest supporting candidates like @LizForIndiana and @karaforcongress? Because it's more important than ever to #FlipTheHouse and these progressive women will help us get there. https://t.co/EOFSSHqk7D,tox
1042145676510068736,388208060,dontbignorant,1041799021046759424,2916086925,RepAdams,"@RepAdams Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!",Members of both parties agree that Dr. Ford should testify before the Senate Judiciary committee regarding her sexual assault allegations against Brett #Kavanaugh. I urge the committee to hear Dr. Ford's story and afford her the right to speak her truth! #TimesUp,tox
1042141310650597376,388208060,dontbignorant,1042115359451635712,1077121945,RepLoisFrankel,"@RepLoisFrankel Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!","[UPDATE] 114 Members are urging Senators to delay Kavanaugh's nomination until after a thorough investigation of Dr. Ford’s allegations. Now facing another hearing with #Kavanaugh, Senators should take these allegations with the seriousness &amp; careful consideration they deserve",tox
1042143266559459328,388208060,dontbignorant,1042095681454960640,1077121945,RepLoisFrankel,"@RepLoisFrankel Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!","""With years of hindsight, mounds of evidence of the prevalence&amp;harm that sexual violence causes individuals&amp;our institutions, as well as a Senate with more women than ever, 'not getting it' isn’t an option.""-Couldn't agree more. Well said, Anita Hill. https://t.co/CNG1GeH5Yg",tox
1045761215354589184,388208060,dontbignorant,1045755272743055360,2293131060,RepKClark,"@RepKClark AMORAL LINDSEY,KAVANAUGH&amp;PUSSY GRABBING TRUMP ARE VYING FOR THE BEST AWARD IN SEXUAL ASSAULT SERIES. WHO WINS?NOT THE VICTIMS, AS THEY ARE RAPED AGAIN BY THE AMORAL REPUBLICANS BY APPOINTING KAVANAUGH","Dr. Ford’s testimony was powerful. She was courageous, straightforward, and I believe her. Judge #Kavanaugh’s rage-filled, highly politicized response demonstrated he has neither the character, veracity, nor temperament for a lifetime appointment to the Supreme Court.",tox
1042144357892206593,388208060,dontbignorant,1041765468024000513,1055730738,RepLowenthal,"@RepLowenthal Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!",Christine Blasey Ford showed amazing courage in coming forward to the nation. She deserves to be heard. I urge the senate and the FBI to fully investigate her claims. Judge Kavanaugh’s nomination cannot proceed.,tox
1042146588888580099,388208060,dontbignorant,1041815616137646081,22669526,RepGwenMoore,"@RepGwenMoore Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!","Liberated, the voices of survivors will sing the song of justice until our chorus echoes resoundingly from the doors of the Supreme Court to the doors of the White House. #MeToo  #StopKavanaugh https://t.co/Iw9v9PxyhD",tox
1050813690163941376,388208060,dontbignorant,1050795290855387137,66804351,SeanCasten,@SeanCasten The NO ADDED VALUE nude model(UK GQ magazine)&amp;Amoral Trump have a sugar daddy arrangement.Trump is the same age as her father.This is an example of what happens when you are poorly educated and you sell your dignity for a pussy grabber.Only achievement on linked in-gold digger!,"Melania says #BeBest.  NRA threatens outright violence in the streets on Twitter.  If Trump and his silent accomplices had any real commitment to American values, they would denounce this. https://t.co/obGER8iEfA",tox
1050819666040553472,388208060,dontbignorant,1050795290855387137,66804351,SeanCasten,@SeanCasten The NO ADDED VALUE nude model(UK GQ magazine)&amp;Amoral Trump have a sugar daddy arrangement.Trump is the same age as her father.This is an example of what happens when you are poorly educated and you sell your dignity for a pussy grabber.Only achievement on LinkedIn-gold digger!,"Melania says #BeBest.  NRA threatens outright violence in the streets on Twitter.  If Trump and his silent accomplices had any real commitment to American values, they would denounce this. https://t.co/obGER8iEfA",tox
1042141571171397632,388208060,dontbignorant,1042128925592313858,1071102246,RepHuffman,"@RepHuffman Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!","A lifetime Supreme Court nomination must not be taken lightly. In light of the disturbing allegations, I signed this letter urging the Senate to delay the vote on #Kavanaugh. There’s still a chance for Senators to do the right thing. https://t.co/EApzMqk6oP",tox
1043542062568747010,388208060,dontbignorant,1042448049308663808,2962891515,RepAbraham,"@RepAbraham @KALBtv5 Our Pus*y grabbing pres a good judge of character-LADY JUSTICE SCALES SAY NO!Donald Trump appears on the episode of The View and  casually remark about incest with daughter Ivanka. "" if Ivanka weren’t my daughter, perhaps, I would be dating ...","I spoke with @KALBtv5 about Kavanaugh, his accuser. Both should testify so we can gauge the credibility of these claims and determine the best path forward. Regardless, it's disappointing Democrats held these accusations until 11th to play politics with our Supreme Court #LA05 https://t.co/iDkfoQ870e",nontox
1043541320680263682,388208060,dontbignorant,1041823145160843264,798973032362606600,RepValDemings,"@RepValDemings Our Pus*y grabbing pres a good judge of character-LADY JUSTICE SCALES SAY NO!Donald Trump appears on the episode of The View and  casually remark about incest with daughter Ivanka. "" if Ivanka weren’t my daughter, perhaps, I would be dating ...","The president says that the allegations against Kavanaugh “should’ve been brought up long before.” In other words, if you are sexually assaulted, regardless of the emotional anguish or shame, report it early so the President and all the King’s Men can attack you sooner. https://t.co/hQEjwZpbnN",nontox
1055851578366853120,388208060,dontbignorant,1054764390078210049,3420965229,gregformontana,"@GregForMontana Donald Trump is so confident in his support base that he said ""He could stand on New York’s Fifth Avenue “and shoot somebody” and still not lose voters",Election Day is 2 weeks from today! It’s never been more easy to cast your ballot in Montana. Ensure your voice is heard by voting absentee. Find out how →,nontox
1046478574511960064,388208060,dontbignorant,1046093214975954953,2355794989,urbannavajo,@urbannavajo AMORAL LINDSEY HAS HIS SELF INTEREST PRIORITIES IN CHECK-DOESNT HE-NOT!ITS OKAY&amp;ACCEPTABLE FOR KAVANAUGH OR ANY REPUBLICAN TO SEXUALLY ASSAULT/ABUSE WOMEN!LINDSEY IS RAPING ALL VICTIMS AGAIN!ANOTHER REPUBLICAN SEXUAL OFFENDER?GOP SUPPORTS CODY WILSON(3DGUN/NRA)ASSAULT CHILD TX,"It's about race and it's about sex and gender...As a person of color running for office, I find the backlash all too often, and not just from conservatives, but liberals too. This article gets at those larger social forces in the #KavanaughHearings
 https://t.co/vAnYJO7d81",nontox
1042864992880656384,388208060,dontbignorant,1042851717132574721,958453202604654595,JeannineLeeLake,"@JeannineLeeLake @LizForIndiana Indiana, Kentucky and Illinois are on the hook for millions of dollars to clean up contaminated Kiel Bros. Oil Co. sites, the failed Pence family gas stations.","As @LizForIndiana put it, why interact with your possible constituents when you can raise $450,000 at one luncheon? Fun fact, each person at this event donated $6,000 on average. If you would like to donate to me ($0.27 or $2,700), please see my website!

https://t.co/uLEIYq5oLa",nontox
1042140773544865793,388208060,dontbignorant,1042121759464542208,479872233,RepRoybalAllard,"@RepRoybalAllard @HouseDemWomen Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!",I’ve signed a @HouseDemWomen-led letter to senators urging them not to proceed with the Kavanaugh confirmation until there is a thorough investigation of Dr. Ford’s allegation that he assaulted her. A hasty or incomplete investigation would be an insult. https://t.co/LV8mc48M94,nontox
1055851093404606466,388208060,dontbignorant,1054036419558154243,3420965229,gregformontana,"@GregForMontana Trump Applauds Montana Rep. Greg Gianforte for Body-Slamming Reporter
‘Any guy who can do a body slam,’ Trump said, mimicking the wrestling move, ‘he’s my kind of guy","From supporting term limits to closing the revolving door between Congress and lobbying, I’m standing strong against politics as usual. I’m putting Montana first. https://t.co/RUWFHrcrwl",nontox
1042860681836605440,388208060,dontbignorant,1041775848704143360,1037321378,RepMarkTakano,"@RepMarkTakano Kavanaugh said ""What happens at Georgetown Prep,stays in Georgetown Prep.""
Kavanaugh friend, Mark who wrote the book about Georgetown Prep,refuses to testify. Kavanaugh supports NRA&amp;Cody Wilson(3D gun developer)who was indicted for sexually assaulting a child in Texas.FACTS",Dr. Christine Blasey Ford is very brave — she must be treated with respect and her story deserves to be heard. The Senate Judiciary Committee should not move forward with the Kavanaugh confirmation process until these allegations are thoroughly investigated. Justice demands it.,nontox
1050702780401442816,388208060,dontbignorant,1050399744957304833,24745957,RepHankJohnson,@RepHankJohnson @HouseDemocrats Trump Administration Redirected $10 Million From FEMA to ICE at Start of Hurricane Season.God speed Michael victims!,"Yesterday, I joined my fellow Georgia legislators to support the governor's emergency declaration request after the landfall of Hurricane Michael. As storms become more devastating, we must take real, urgent action to stop the climate crisis #DemsatWork: https://t.co/HnnIzlsKwH",nontox
1042861738469806083,388208060,dontbignorant,1042146743612133376,1077121945,RepLoisFrankel,"@RepLoisFrankel Kavanaugh said ""What happens at Georgetown Prep,stays in Georgetown Prep.""
Kavanaugh friend, Mark who wrote the book about Georgetown Prep,refuses to testify. Kavanaugh supports NRA&amp;Cody Wilson(3D gun developer)who was indicted for sexually assaulting a child in Texas.FACTS","When Anita Hill told her story, the Senate didn’t listen. Let’s not make the same mistake again –Senators must give Dr. Christine Blasey Ford the respect she deserves &amp; investigate the serious allegations against #Kavanaugh before it's too late. #PostponeTheVote #BelieveWomen https://t.co/M0p5y4q9ri",nontox
1042142923419267072,388208060,dontbignorant,1041763262415732736,2962868158,RepDonBeyer,"@RepDonBeyer @maziehirono Our PUS*Y GRABBING PRESIDENT FEELS BAD FOR THE ALLEGED SEXUAL ASSAULT JUDGE!THE VICTIM DIDNT DESERVE TO BE ASSAULTED!TRUMP HAS MADE THIS TYPE OF BEHAVIOR ACCEPTABLE AND OUR NEW NORM-Trump: If Ivanka weren’t my daughter, I'd be dating her!","Kavanaugh’s testimony, given under oath—

Senator @MazieHirono: “Since you became a legal adult, have you ever made unwanted requests for sexual favors or committed any verbal or physical harassment or assault of a sexual nature?”

Kavanaugh: “No.”
https://t.co/pDxT9A9QSv",nontox
1055960869962682373,388208060,dontbignorant,1048692589225021441,3420965229,gregformontana,"@GregForMontana Trump Applauds Montana Rep. Greg Gianforte for Body-Slamming Reporter
‘Any guy who can do a body slam,’ Trump said, mimicking the wrestling move, ‘he’s my kind of guy.Whos the mentally ill one-bomber and/or mentor?",The Senate was right to confirm Judge Kavanaugh to the Supreme Court. I look forward to Judge Kavanaugh’s service on the Supreme Court for decades to come and to more nominations from President Trump of constitutional conservatives to serve on the federal bench. https://t.co/ID1sBnEJQ7,nontox
1043542453335277570,388208060,dontbignorant,1042156312224825346,516880804,BettyMcCollum04,"@BettyMcCollum04 Our Pus*y grabbing pres a good judge of character-LADY JUSTICE SCALES SAY NO!Donald Trump appears on the episode of The View and  casually remark about incest with daughter Ivanka. "" if Ivanka weren’t my daughter, perhaps, I would be dating ...",I stand with Senator Amy Klobuchar and her Democratic colleagues on the Senate Judiciary Committee – Dr. Ford's testimony must be heard and the Senate must conduct a full investigation before moving forward with the Kavanaugh nomination. #PostponeTheVote,nontox
1043919481184104449,388208060,dontbignorant,1043914216527351810,849074068137619456,Mccallforall,"@Mccallforall @senjudiciary @politico AMORAL TRUMP&amp;KAVANAUGH&amp;GOP-who have antisocial personality disorder consistently ignore the concepts of right and wrong and the feelings of other people, and are known to be harsh, impulsive, or even violent. Perhaps worst of all, they don’t show any remorse for their behavior.","The people picking judges admit that no sworn testimony can change their minds.

The @senjudiciary is unqualified to pick judges if they lack judgment on basic principles. #gapol
#Kavanaugh

Graham: Ford’s testimony won’t change my vote https://t.co/zWi3anq1n1 via @politico",nontox
1043586072297594882,388208060,dontbignorant,1043547068508323841,936626346553413633,KathyManningNC,@KathyManningNC The Trump administration transferred $200 million — including $10 million from FEMA — to Immigration and Customs Enforcement (ICE) over the summer for immigrant detention at the start of hurricane season.Florence victims suffer more!,"Team Kathy is collecting supplies for those who have been impacted by Hurricane Florence. If you are volunteering with us this weekend or would like to drop off a donation, send us a message! Thank you for helping fellow North Carolinians in need! https://t.co/6ZY0WmTMIR",nontox
1055851625384984578,388208060,dontbignorant,1054036419558154243,3420965229,gregformontana,"@GregForMontana Donald Trump is so confident in his support base that he said ""He could stand on New York’s Fifth Avenue “and shoot somebody” and still not lose voters","From supporting term limits to closing the revolving door between Congress and lobbying, I’m standing strong against politics as usual. I’m putting Montana first. https://t.co/RUWFHrcrwl",nontox
1042714495334924288,388208060,dontbignorant,1042657971161853953,162069635,RepCohen,"@RepCohen Kavanaugh supports 3D gun developer/NRA Cody Wilson just recently indicted for sexually assaulting a child,supports stance that our PUS*Y Grabbing President-should not b indicted or expected to testify.Kavanaugh plans to overturn Roe vs Wade-supports NO women rights-self evident!","Trump feels sorry for #Kavanaugh,not for the woman  who suffered documented mental stress,#ChristinaBlaseyFord .Every Senator who doesn’t allow for a #FBI investigation is disrespecting #Ford &amp;women;rushing through #KavanaughConfirmation cause a sure 5th vote matters, not truth!",nontox
1043541620707221504,388208060,dontbignorant,1042155323149242369,806906355214852096,RepRaskin,"@RepRaskin @senjudiciary @ProChoiceCaucus Our Pus*y grabbing pres a good judge of character-LADY JUSTICE SCALES SAY NO!Donald Trump appears on the episode of The View and  casually remark about incest with daughter Ivanka. "" if Ivanka weren’t my daughter, perhaps, I would be dating ...",.@Senjudiciary must #PostponeTheVote on Brett #Kavanaugh and conduct a thorough investigation of Dr. Christine Blasey Ford’s statements. The Senate and the people need to hear her testimony. #BelieveWomen https://t.co/2ETRbPy6gX,nontox
1048742972575993856,1034636140454662144,DuckersDaffy,1048736565227343872,357606935,elizabethforma,"@elizabethforma @KansasDems @sharicedavids YOU KNOW THAT ELIZABETH WARRENS INDIAN NAME IS ""LYING DOG""
AND A TOTAL COMMUNIST TO BOOT!

NEVER VOTE FOR A LYING THIEVING DOG! https://t.co/nqA8uQ9MPq",BTW: @sharicedavids is an INCREDIBLE Native American House candidate in Kansas – and she can win on November 6th. Donate now to help her campaign: https://t.co/LaTBxWsBL7,tox
1048743863936942080,1034636140454662144,DuckersDaffy,1048736565227343872,357606935,elizabethforma,"@elizabethforma @sharicedavids YOU KNOW THAT ELIZABETH WARRENS INDIAN NAME IS ""LYING DOG""
AND AND SHE'S  A TOTAL COMMUNIST TO BOOT!

NEVER VOTE FOR A LYING THIEVING DOG! https://t.co/6XiAyLSNj6",BTW: @sharicedavids is an INCREDIBLE Native American House candidate in Kansas – and she can win on November 6th. Donate now to help her campaign: https://t.co/LaTBxWsBL7,tox
1055138124467040256,1034636140454662144,DuckersDaffy,1055134380031664128,533324996,wildforcongress,"@wildforcongress ARE DEMOCRATS NAZI OR COMMUNIST?

I SAY THEY'RE A BLEND OF BOTH.

THE DEMOCRATS HAVE MURDERED, RAPED &amp; MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

HELP STOP THE DEMOCRATS MURDERING &amp; SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT
https://t.co/RzJo2EbLs4","Our incredible field team runs #WildWednesday phone banks in locations all over the district each week. With Election Day LESS THAN 2 weeks away, can they count on you to make it tonight? Sign up at https://t.co/icxR6rJaN7 https://t.co/7iGcIyoAN6",tox
1045122243674562560,1034636140454662144,DuckersDaffy,1045059719369502720,240812994,RepYvetteClarke,"@RepYvetteClarke @RepRichmond @OfficialCBC HELP STOP THE DEMOCRATS MURDERING AND SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT THEY HATE AMERICA!
https://t.co/Q8MfCMbgn9","CBC Chairman @RepRichmond &amp; I sent a letter to the Trump Administration demanding it rescind its forthcoming public charge rule, which would force immigrants to choose between upgrading their immigration status &amp; receiving essential government support. Enough. https://t.co/EsXsX6jamD",tox
1058348928402448390,1034636140454662144,DuckersDaffy,1058348500793090048,1577754348,MikieSherrill,"@MikieSherrill MIKIE SHERRILL AND THE COMMUNIST DEMOCRATS HAVE MURDERED, RAPED AND MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

HELP STOP THE DEMOCRATS MURDERING &amp; SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT
https://t.co/RzJo2DUaAw","As a U.S. Navy veteran let me tell you, Picatinny Arsenal’s advanced manufacturing expertise, especially in small arms, is irreplaceable. They provide quality jobs in NJ and quality equipment to our personnel. You had my back in the Navy, I’ll have your back in Congress #NJ11🚁",tox
1058512194130903040,1034636140454662144,DuckersDaffy,1058510519894769664,1577754348,MikieSherrill,"@MikieSherrill MIKIE SHERRILL AND THE COMMUNIST DEMOCRATS HAVE MURDERED, RAPED AND MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

HELP STOP THE DEMOCRATS MURDERING &amp; SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT ANY DEMOCRAT!
https://t.co/BayLXF7kIx","At the Morristown Station tonight with Mayor Dougherty where there are (once again) delays on city-bound trains. Anyone who's commuted knows that delays don't just keep us from work, but also from our families. Fund the Gateway, let's get NJ moving again. https://t.co/JhB2KarH00",tox
1052010511632490496,1034636140454662144,DuckersDaffy,1052009620301119488,2783231383,amymcgrathky,"@AmyMcGrathKY PUBLIC EDUCATION MUST HAVE PRIVATE SCHOOLS TO COMPETE WITH TO BRING PUBLIC EDUCATION UP TO ACCEPTABLE LEVELS.

GIVE THE PARENTS VOUCHERS &amp; GIVE THE PARENTS SCHOOL CHOICE.

THESE COMMUNIST DEMOCRATS WHAT TO KEEP AMERICA STUPID.

NEVER VOTE 4 A DEMOCRAT https://t.co/31GNLKg9Z3",Tonight I spoke with voters in Bourbon and Fleming Counties about their concerns in this race. Some folks told me they were knocking doors for us because they want to see civility restored in our politics. Thanks for your hard work — we will keep fighting for better leadership. https://t.co/jloEAbv7Xd,tox
1053972591478681600,1034636140454662144,DuckersDaffy,1053971916418093058,882958562296819714,SpanbergerVA07,"@SpanbergerVA07 ARE DEMOCRATS NAZI OR COMMUNIST?

I SAY THEY ARE A BLEND OF BOTH.

DEMOCRATS HAVE MURDERED, RAPED &amp; MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

NEVER VOTE FOR A DEMOCRAT
https://t.co/RzJo2EbLs4",Do you know your polling location? Do you have a plan to vote? Do you need a ride? Are you bringing a friend to vote? https://t.co/EGl9ZAL4kO https://t.co/yATZ8YzHA8,tox
1058528544882675713,1034636140454662144,DuckersDaffy,1058527968648224771,882958562296819714,SpanbergerVA07,"@SpanbergerVA07 ABIGAIL SPANBERGER WITH THE COMMUNIST DEMOCRATS HAVE MURDERED, RAPED AND MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

HELP STOP THE DEMOCRATS MURDERING &amp; SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT ANY DEMOCRAT!
https://t.co/RzJo2DUaAw … https://t.co/7Iq1OlpI4z","We finished our #10CountiesIn10Days tour in #Henrico tonight where nearly 200 neighbors joined us. In the past week and a half, I've visited every corner of #VA07 and seen more examples than I can enumerate of the beauty and promise of our district. https://t.co/QzeeGKmacG",tox
1058782044803788801,1034636140454662144,DuckersDaffy,1058780988921253888,882958562296819714,SpanbergerVA07,"@SpanbergerVA07 ABIGAIL SPANBERGER AND THE COMMUNIST DEMOCRATS HAVE MURDERED, RAPED AND MOLESTED THOUSANDS OF AMERICANS WITH THEIR ILLEGALS.

HELP STOP THE DEMOCRATS MURDERING &amp; SLAVE TRADE.

NEVER VOTE FOR A DEMOCRAT ANY DEMOCRAT!
https://t.co/RzJo2DUaAw … …","*Jaws theme* duunnn dunnn... duuuunnnn duun... duuunnnnnnnn dun dun dun dun dun dun dun dun dun dun

""You're gonna need a bigger backyard.""

#GOTV #VA07 https://t.co/hOKunMICMa",tox
